App starts at Sun Jun 10 16:12:47 2018

Tracking start as 42440 ms
time(ms),x,y,z
100826,-0.228,0.054,1.368
100862,-0.22,0.055,1.361
100902,-0.234,0.054,1.367
100930,-0.223,0.05,1.366
100963,-0.228,0.056,1.371
100992,-0.226,0.055,1.38
101026,-0.227,0.051,1.375
101064,-0.232,0.051,1.377
101095,-0.224,0.055,1.374
101129,-0.233,0.05,1.37
101164,-0.231,0.049,1.373
101192,-0.229,0.048,1.373
101227,-0.23,0.048,1.365
101261,-0.226,0.053,1.363
101292,-0.226,0.05,1.365
101329,-0.224,0.05,1.368
101357,-0.221,0.058,1.367
101391,-0.22,0.054,1.362
101423,-0.218,0.05,1.367
101456,-0.222,0.056,1.368
101493,-0.204,0.058,1.369
101532,-0.21,0.053,1.36
101558,-0.209,0.051,1.361
101592,-0.207,0.055,1.358
101625,-0.203,0.051,1.357
101662,-0.194,0.05,1.352
101701,-0.197,0.054,1.355
101728,-0.199,0.057,1.347
101757,-0.185,0.062,1.351
101793,-0.19,0.05,1.343
101825,-0.196,0.045,1.353
101862,-0.194,0.05,1.349
101896,-0.19,0.057,1.35
101930,-0.195,0.053,1.348
101957,-0.198,0.05,1.348
101992,-0.196,0.051,1.348
102028,-0.193,0.058,1.352
102057,-0.187,0.057,1.35
102095,-0.192,0.048,1.347
102126,-0.189,0.049,1.35
102158,-0.189,0.05,1.346
102192,-0.187,0.062,1.347
102225,-0.184,0.052,1.348
102261,-0.183,0.051,1.35
102297,-0.185,0.047,1.349
102332,-0.189,0.046,1.35
102359,-0.19,0.056,1.348
102392,-0.184,0.06,1.348
102426,-0.187,0.054,1.346
102458,-0.191,0.055,1.353
102497,-0.187,0.054,1.349
102529,-0.19,0.054,1.337
102558,-0.185,0.057,1.346
102588,-0.187,0.064,1.346
102626,-0.187,0.053,1.349
102662,-0.184,0.053,1.349
102693,-0.19,0.052,1.348
102729,-0.191,0.052,1.34
102757,-0.187,0.049,1.348
102790,-0.187,0.054,1.347
102828,-0.186,0.052,1.347
102858,-0.183,0.044,1.352
102893,-0.179,0.049,1.353
102930,-0.188,0.053,1.351
102959,-0.186,0.053,1.342
102991,-0.187,0.05,1.346
103026,-0.186,0.057,1.348
103060,-0.185,0.051,1.356
103094,-0.185,0.05,1.35
103130,-0.183,0.049,1.351
103158,-0.18,0.052,1.353
103190,-0.185,0.049,1.35
103226,-0.183,0.048,1.352
103258,-0.18,0.051,1.35
103292,-0.179,0.052,1.34
103331,-0.183,0.058,1.352
103357,-0.182,0.056,1.353
103390,-0.182,0.058,1.35
103427,-0.174,0.053,1.353
103459,-0.179,0.056,1.349
103496,-0.187,0.047,1.35
103528,-0.19,0.047,1.352
103558,-0.185,0.056,1.35
103588,-0.187,0.052,1.353
103622,-0.186,0.053,1.35
103661,-0.182,0.052,1.349
103693,-0.184,0.051,1.348
103724,-0.185,0.05,1.353
103758,-0.184,0.051,1.348
103790,-0.184,0.053,1.351
103825,-0.186,0.048,1.35
103858,-0.181,0.038,1.352
103893,-0.19,0.053,1.347
103955,-0.182,0.053,1.348
103989,-0.183,0.053,1.346
104022,-0.19,0.054,1.349
104060,-0.183,0.061,1.348
104091,-0.183,0.054,1.348
104124,-0.184,0.039,1.353
104158,-0.184,0.062,1.346
104189,-0.185,0.052,1.35
104222,-0.189,0.048,1.346
104257,-0.184,0.05,1.35
104292,-0.186,0.055,1.346
104322,-0.185,0.051,1.351
104355,-0.187,0.063,1.345
104389,-0.185,0.066,1.353
104422,-0.188,0.052,1.35
104460,-0.185,0.052,1.351
104490,-0.186,0.048,1.346
104522,-0.192,0.045,1.35
104556,-0.187,0.05,1.354
104589,-0.179,0.058,1.343
104624,-0.184,0.058,1.348
104657,-0.192,0.046,1.353
104692,-0.179,0.062,1.351
104721,-0.18,0.051,1.35
104756,-0.178,0.053,1.352
104788,-0.182,0.061,1.338
104825,-0.172,0.053,1.351
104857,-0.165,0.052,1.348
104893,-0.174,0.05,1.345
104923,-0.166,0.055,1.348
104958,-0.168,0.058,1.346
104989,-0.153,0.054,1.351
105024,-0.154,0.058,1.346
105060,-0.145,0.061,1.335
105095,-0.138,0.031,1.313
105127,-0.13,0.046,1.343
105156,-0.13,0.052,1.339
105190,-0.111,0.057,1.346
105223,-0.112,0.052,1.328
105260,-0.099,0.055,1.332
105290,-0.094,0.069,1.346
105325,-0.097,0.042,1.323
105356,-0.072,0.052,1.327
105387,-0.068,0.061,1.318
105425,-0.056,0.057,1.341
105460,-0.029,0.062,1.319
105491,-0.027,0.065,1.311
105526,-0.017,0.082,1.335
105557,-0.004,0.062,1.319
105589,0.006,0.056,1.302
105624,0.02,0.051,1.319
105656,0.029,0.053,1.313
105691,0.056,0.049,1.307
105728,0.075,0.045,1.321
105757,0.088,0.072,1.3
105792,0.079,0.057,1.289
105827,0.093,0.076,1.303
105858,0.126,0.067,1.295
105895,0.106,0.057,1.295
105925,0.11,0.052,1.29
105957,0.116,0.052,1.298
105989,0.118,0.043,1.303
106026,0.122,0.051,1.298
106060,0.119,0.058,1.289
106097,0.123,0.068,1.298
106130,0.119,0.055,1.296
106157,0.127,0.052,1.295
106187,0.129,0.051,1.293
106223,0.121,0.051,1.295
106254,0.124,0.05,1.297
106297,0.119,0.051,1.294
106326,0.123,0.054,1.297
106356,0.127,0.055,1.297
106391,0.125,0.053,1.305
106425,0.131,0.052,1.288
106463,0.118,0.047,1.297
106497,0.131,0.052,1.3
106528,0.12,0.049,1.294
106557,0.129,0.057,1.299
106590,0.133,0.057,1.291
106628,0.126,0.054,1.295
106656,0.12,0.054,1.288
106692,0.141,0.058,1.294
106727,0.129,0.054,1.298
106757,0.122,0.054,1.293
106792,0.126,0.056,1.301
106826,0.129,0.052,1.292
106857,0.135,0.048,1.297
106893,0.136,0.058,1.301
106926,0.128,0.063,1.297
106957,0.13,0.057,1.297
106991,0.131,0.055,1.3
107023,0.133,0.053,1.291
107056,0.122,0.049,1.299
107097,0.127,0.057,1.293
107128,0.13,0.058,1.294
107158,0.128,0.061,1.297
107193,0.126,0.06,1.297
107223,0.132,0.062,1.291
107257,0.133,0.051,1.302
107297,0.133,0.06,1.289
107328,0.127,0.052,1.295
107357,0.125,0.052,1.299
107391,0.117,0.054,1.302
107425,0.125,0.056,1.295
107463,0.124,0.05,1.299
107494,0.121,0.057,1.301
107527,0.127,0.058,1.296
107561,0.131,0.049,1.298
107593,0.126,0.06,1.296
107627,0.127,0.055,1.296
107662,0.135,0.055,1.302
107695,0.126,0.053,1.301
107727,0.125,0.052,1.292
107760,0.125,0.055,1.3
107793,0.124,0.058,1.295
107823,0.124,0.06,1.29
107860,0.13,0.049,1.295
107897,0.126,0.062,1.297
107927,0.116,0.056,1.296
107959,0.13,0.053,1.295
107992,0.127,0.05,1.29
108026,0.126,0.053,1.296
108060,0.129,0.057,1.292
108100,0.128,0.051,1.293
108127,0.117,0.062,1.288
108162,0.126,0.051,1.296
108192,0.124,0.055,1.289
108225,0.128,0.056,1.297
108262,0.125,0.053,1.297
108295,0.128,0.051,1.294
108329,0.125,0.049,1.299
108363,0.128,0.064,1.307
108392,0.126,0.059,1.301
108428,0.129,0.052,1.3
108460,0.127,0.053,1.29
108496,0.126,0.057,1.289
108528,0.127,0.055,1.296
108562,0.125,0.06,1.293
108593,0.136,0.041,1.291
108626,0.121,0.054,1.294
108660,0.121,0.053,1.29
108694,0.114,0.043,1.314
108729,0.116,0.06,1.292
108763,0.122,0.06,1.298
108790,0.108,0.053,1.301
108829,0.115,0.052,1.294
108861,0.11,0.048,1.295
108902,0.113,0.054,1.292
108935,0.118,0.051,1.297
108960,0.112,0.059,1.295
108990,0.117,0.052,1.293
109027,0.118,0.048,1.292
109065,0.119,0.046,1.3
109097,0.115,0.041,1.293
109130,0.108,0.047,1.302
109162,0.111,0.051,1.288
109192,0.105,0.054,1.299
109230,0.101,0.056,1.298
109261,0.085,0.053,1.319
109294,0.089,0.055,1.293
109329,0.07,0.053,1.298
109360,0.094,0.06,1.3
109393,0.059,0.066,1.315
109429,0.068,0.059,1.297
109463,0.062,0.063,1.302
109493,0.011,0.056,1.286
109532,0.002,0.05,1.312
109562,0.004,0.063,1.307
109592,-0.029,0.042,1.305
109629,-0.043,0.051,1.33
109662,-0.051,0.051,1.302
109693,-0.052,0.017,1.299
109732,-0.068,0.049,1.314
109760,-0.084,0.049,1.307
109795,-0.085,0.043,1.319
109827,-0.108,0.052,1.321
109860,-0.099,0.047,1.308
109895,-0.106,0.029,1.313
109933,-0.138,0.039,1.321
109962,-0.141,0.048,1.32
109994,-0.151,0.033,1.327
110028,-0.15,0.057,1.309
110062,-0.176,0.051,1.297
110100,-0.178,0.05,1.318
110132,-0.177,0.046,1.315
110161,-0.184,0.049,1.315
110194,-0.192,0.048,1.328
110225,-0.186,0.054,1.326
110266,-0.188,0.051,1.322
110297,-0.192,0.056,1.319
110330,-0.186,0.05,1.326
110361,-0.19,0.049,1.32
110395,-0.186,0.052,1.319
110429,-0.192,0.052,1.318
110459,-0.198,0.052,1.311
110498,-0.191,0.051,1.319
110530,-0.191,0.056,1.319
110562,-0.195,0.052,1.319
110597,-0.189,0.048,1.327
110630,-0.195,0.049,1.318
110662,-0.185,0.041,1.32
110700,-0.187,0.051,1.319
110733,-0.195,0.048,1.323
110764,-0.189,0.035,1.318
110795,-0.19,0.045,1.32
110828,-0.185,0.053,1.318
110859,-0.194,0.046,1.325
110901,-0.192,0.055,1.314
110932,-0.193,0.047,1.321
110959,-0.186,0.053,1.321
110996,-0.19,0.056,1.328
111026,-0.187,0.058,1.322
111061,-0.187,0.05,1.319
111106,-0.197,0.047,1.319
111138,-0.194,0.059,1.326
111167,-0.188,0.044,1.324
111196,-0.185,0.049,1.323
111218,-0.19,0.052,1.319
111249,-0.188,0.05,1.318
111283,-0.19,0.046,1.322
111313,-0.182,0.049,1.321
111348,-0.193,0.046,1.318
111382,-0.192,0.053,1.32
111415,-0.191,0.049,1.328
111449,-0.191,0.053,1.319
111486,-0.191,0.05,1.323
111515,-0.195,0.048,1.318
111546,-0.197,0.045,1.328
111582,-0.194,0.043,1.319
111615,-0.198,0.059,1.32
111654,-0.193,0.052,1.318
111685,-0.188,0.059,1.317
111713,-0.194,0.053,1.313
111747,-0.208,0.049,1.327
111781,-0.193,0.043,1.322
111818,-0.187,0.054,1.32
111847,-0.189,0.054,1.325
111884,-0.189,0.048,1.325
111912,-0.196,0.048,1.325
111947,-0.197,0.049,1.319
111984,-0.198,0.052,1.316
112017,-0.194,0.05,1.32
112049,-0.194,0.05,1.324
112078,-0.194,0.052,1.318
112115,-0.196,0.056,1.321
112145,-0.191,0.057,1.318
112184,-0.196,0.045,1.325
112221,-0.191,0.053,1.323
112250,-0.207,0.047,1.311
112280,-0.197,0.047,1.322
112314,-0.191,0.056,1.31
112345,-0.196,0.048,1.319
112385,-0.192,0.051,1.319
112419,-0.2,0.05,1.326
112450,-0.196,0.05,1.314
112478,-0.193,0.054,1.318
112514,-0.194,0.049,1.318
112546,-0.193,0.054,1.314
112580,-0.196,0.062,1.32
112614,-0.199,0.055,1.322
112649,-0.19,0.053,1.316
112679,-0.191,0.054,1.316
112712,-0.192,0.051,1.323
112746,-0.196,0.054,1.321
112778,-0.184,0.051,1.319
112815,-0.188,0.053,1.318
112851,-0.191,0.045,1.313
112878,-0.189,0.052,1.321
112913,-0.195,0.055,1.319
112945,-0.192,0.05,1.316
112980,-0.191,0.054,1.322
113014,-0.197,0.056,1.318
113049,-0.193,0.052,1.323
113081,-0.194,0.051,1.321
113111,-0.191,0.055,1.323
113147,-0.18,0.061,1.319
113180,-0.142,0.043,1.311
113212,-0.158,0.048,1.312
113249,-0.136,0.043,1.311
113280,-0.135,0.04,1.308
113309,-0.123,0.039,1.313
113346,-0.106,0.032,1.314
113384,-0.095,0.03,1.295
113412,-0.043,0.071,1.313
113451,-0.034,0.04,1.265
113479,-0.026,0.052,1.305
113508,-0.008,0.063,1.295
113546,-0.006,0.074,1.292
113581,0.061,0.052,1.315
113614,0.052,0.039,1.306
113648,0.092,0.071,1.295
113679,0.1,0.047,1.319
113709,0.12,0.045,1.297
113745,0.115,0.04,1.319
113780,0.152,0.052,1.326
113816,0.166,0.057,1.326
113850,0.197,0.04,1.355
113878,0.191,0.053,1.327
113910,0.213,0.056,1.328
113945,0.211,0.04,1.333
113983,0.222,0.06,1.324
114014,0.221,0.054,1.33
114050,0.219,0.064,1.329
114077,0.221,0.066,1.332
114110,0.226,0.055,1.33
114147,0.222,0.056,1.327
114179,0.229,0.055,1.328
114213,0.228,0.062,1.337
114242,0.221,0.056,1.328
114277,0.227,0.057,1.331
114310,0.227,0.063,1.322
114340,0.224,0.06,1.331
114383,0.222,0.059,1.323
114415,0.224,0.061,1.331
114443,0.224,0.064,1.331
114476,0.225,0.06,1.333
114507,0.225,0.059,1.331
114541,0.232,0.059,1.332
114584,0.223,0.046,1.327
114611,0.227,0.063,1.33
114645,0.226,0.057,1.324
114677,0.223,0.058,1.33
114708,0.228,0.053,1.321
114743,0.224,0.058,1.328
114779,0.23,0.053,1.326
114815,0.223,0.058,1.329
114846,0.221,0.057,1.331
114878,0.22,0.059,1.332
114910,0.217,0.054,1.326
114944,0.227,0.062,1.324
114980,0.223,0.065,1.331
115011,0.218,0.064,1.325
115045,0.226,0.059,1.331
115088,0.217,0.061,1.328
115110,0.219,0.06,1.329
115142,0.223,0.06,1.334
115183,0.225,0.054,1.331
115214,0.227,0.057,1.325
115244,0.222,0.052,1.327
115274,0.233,0.057,1.322
115311,0.223,0.049,1.33
115345,0.235,0.054,1.342
115380,0.233,0.052,1.334
115413,0.23,0.07,1.325
115444,0.232,0.065,1.332
115473,0.23,0.057,1.333
115509,0.226,0.065,1.336
115545,0.227,0.057,1.337
115579,0.227,0.055,1.334
115614,0.233,0.054,1.33
115642,0.231,0.053,1.333
115674,0.235,0.057,1.324
115709,0.229,0.058,1.328
115743,0.241,0.056,1.337
115779,0.232,0.052,1.332
115817,0.239,0.053,1.327
115845,0.229,0.054,1.337
115873,0.233,0.052,1.328
115911,0.227,0.054,1.333
115943,0.232,0.052,1.334
115977,0.221,0.057,1.335
116014,0.231,0.058,1.34
116047,0.225,0.057,1.324
116076,0.231,0.062,1.335
116111,0.233,0.057,1.334
116145,0.227,0.051,1.331
116177,0.227,0.049,1.327
116212,0.23,0.044,1.335
116245,0.227,0.058,1.336
116275,0.225,0.054,1.333
116308,0.22,0.055,1.336
116342,0.237,0.055,1.333
116377,0.229,0.056,1.341
116409,0.232,0.055,1.347
116448,0.223,0.055,1.327
116476,0.234,0.059,1.336
116506,0.228,0.053,1.334
116542,0.226,0.058,1.332
116579,0.231,0.059,1.338
116608,0.23,0.054,1.333
116644,0.23,0.051,1.333
116673,0.23,0.045,1.332
116705,0.233,0.056,1.329
116744,0.23,0.061,1.331
116780,0.226,0.052,1.336
116810,0.226,0.05,1.335
116842,0.229,0.053,1.329
116874,0.228,0.054,1.333
116906,0.228,0.061,1.333
116944,0.236,0.049,1.327
116977,0.23,0.058,1.33
117009,0.229,0.057,1.326
117044,0.231,0.057,1.332
117075,0.229,0.056,1.326
117107,0.225,0.055,1.333
117142,0.218,0.056,1.331
117176,0.222,0.056,1.325
117210,0.216,0.055,1.327
117245,0.215,0.058,1.308
117274,0.201,0.07,1.325
117305,0.194,0.063,1.315
117341,0.183,0.06,1.311
117373,0.171,0.059,1.315
117409,0.179,0.055,1.312
117436,0.155,0.046,1.311
117475,0.16,0.081,1.309
117506,0.132,0.03,1.286
117541,0.123,0.032,1.311
117577,0.098,0.04,1.311
117609,0.085,0.044,1.257
117637,0.077,0.056,1.278
117673,0.065,0.053,1.282
117706,0.04,0.065,1.28
117739,0.041,0.055,1.239
117776,0.016,0.046,1.259
117808,-0.005,0.058,1.249
117836,0.029,0.046,1.222
117873,-0.038,0.058,1.265
117905,-0.046,0.051,1.25
117938,-0.072,0.059,1.247
117974,-0.09,0.04,1.251
118011,-0.098,0.054,1.261
118037,-0.109,0.057,1.254
118073,-0.126,0.06,1.243
118105,-0.145,0.052,1.23
118139,-0.171,0.048,1.262
118176,-0.177,0.036,1.257
118209,-0.17,0.065,1.268
118236,-0.185,0.05,1.263
118274,-0.189,0.043,1.264
118306,-0.209,0.043,1.264
118338,-0.208,0.041,1.279
118376,-0.211,0.045,1.26
118408,-0.204,0.058,1.271
118437,-0.207,0.047,1.263
118468,-0.215,0.048,1.263
118536,-0.205,0.048,1.277
118571,-0.212,0.035,1.265
118606,-0.209,0.042,1.264
118637,-0.211,0.051,1.265
118667,-0.206,0.043,1.264
118702,-0.222,0.044,1.26
118737,-0.207,0.049,1.261
118771,-0.21,0.044,1.26
118805,-0.213,0.05,1.263
118837,-0.209,0.046,1.264
118868,-0.212,0.052,1.266
118904,-0.209,0.044,1.264
118941,-0.209,0.046,1.26
118970,-0.203,0.048,1.264
119005,-0.205,0.049,1.265
119036,-0.203,0.041,1.265
119073,-0.206,0.046,1.26
119106,-0.211,0.046,1.263
119135,-0.21,0.049,1.267
119175,-0.206,0.044,1.268
119207,-0.207,0.045,1.264
119236,-0.208,0.048,1.263
119272,-0.204,0.032,1.263
119304,-0.21,0.048,1.27
119338,-0.208,0.045,1.261
119375,-0.196,0.053,1.247
119406,-0.206,0.047,1.265
119435,-0.204,0.048,1.262
119471,-0.204,0.037,1.264
119510,-0.212,0.066,1.279
119535,-0.206,0.044,1.26
119573,-0.214,0.03,1.267
119606,-0.212,0.042,1.268
119634,-0.216,0.043,1.267
119674,-0.208,0.047,1.257
119704,-0.2,0.033,1.262
119739,-0.216,0.045,1.272
119775,-0.206,0.044,1.263
119809,-0.205,0.041,1.261
119835,-0.202,0.044,1.257
119872,-0.203,0.041,1.263
119903,-0.201,0.046,1.259
119938,-0.212,0.044,1.27
119976,-0.209,0.047,1.266
120005,-0.21,0.049,1.259
120035,-0.208,0.05,1.262
120071,-0.206,0.048,1.263
120105,-0.199,0.041,1.262
120139,-0.209,0.048,1.266
120176,-0.197,0.045,1.256
120206,-0.21,0.041,1.264
120235,-0.201,0.056,1.259
120269,-0.21,0.051,1.261
120308,-0.211,0.045,1.265
120342,-0.206,0.046,1.26
120375,-0.209,0.046,1.262
120406,-0.205,0.041,1.266
120443,-0.21,0.048,1.261
120471,-0.208,0.044,1.263
120505,-0.191,0.041,1.262
120540,-0.21,0.045,1.262
120574,-0.212,0.042,1.268
120606,-0.21,0.044,1.26
120641,-0.208,0.048,1.266
120673,-0.209,0.048,1.265
120707,-0.205,0.049,1.265
120742,-0.212,0.047,1.265
120772,-0.215,0.047,1.26
120805,-0.21,0.052,1.264
120841,-0.212,0.049,1.264
120870,-0.193,0.055,1.265
120907,-0.204,0.047,1.267
120937,-0.207,0.045,1.263
120979,-0.209,0.039,1.265
121007,-0.206,0.041,1.269
121042,-0.209,0.041,1.267
121072,-0.2,0.038,1.268
121101,-0.21,0.049,1.267
121142,-0.207,0.039,1.27
121173,-0.214,0.043,1.269
121208,-0.208,0.04,1.259
121239,-0.197,0.048,1.265
121271,-0.206,0.049,1.26
121305,-0.216,0.058,1.268
121339,-0.207,0.045,1.262
121374,-0.212,0.046,1.264
121404,-0.209,0.042,1.271
121439,-0.209,0.04,1.262
121470,-0.21,0.048,1.268
121504,-0.203,0.046,1.27
121541,-0.201,0.047,1.27
121575,-0.21,0.047,1.271
121610,-0.204,0.045,1.27
121638,-0.206,0.044,1.284
121672,-0.205,0.049,1.278
121708,-0.211,0.046,1.286
121740,-0.201,0.051,1.285
121773,-0.205,0.052,1.284
121813,-0.205,0.043,1.296
121839,-0.213,0.045,1.293
121871,-0.198,0.042,1.301
121907,-0.205,0.053,1.328
121942,-0.209,0.047,1.311
121977,-0.199,0.045,1.302
122010,-0.198,0.046,1.31
122038,-0.202,0.066,1.315
122071,-0.196,0.051,1.313
122106,-0.228,0.016,1.316
122144,-0.188,0.047,1.322
122175,-0.2,0.045,1.332
122212,-0.195,0.051,1.327
122238,-0.189,0.055,1.329
122270,-0.195,0.055,1.325
122307,-0.189,0.048,1.328
122339,-0.199,0.052,1.321
122377,-0.186,0.047,1.33
122413,-0.184,0.045,1.332
122442,-0.187,0.051,1.333
122474,-0.188,0.051,1.337
122509,-0.186,0.052,1.327
122541,-0.197,0.053,1.319
122576,-0.19,0.052,1.331
122613,-0.195,0.056,1.328
122640,-0.191,0.052,1.324
122672,-0.193,0.052,1.325
122710,-0.191,0.056,1.329
122743,-0.191,0.049,1.328
122780,-0.189,0.052,1.328
122811,-0.194,0.053,1.326
122842,-0.195,0.057,1.33
122875,-0.194,0.053,1.331
122909,-0.189,0.044,1.322
122942,-0.194,0.056,1.326
122977,-0.2,0.052,1.333
123010,-0.19,0.048,1.322
123042,-0.203,0.045,1.321
123075,-0.194,0.053,1.328
123111,-0.203,0.053,1.327
123143,-0.197,0.046,1.325
123180,-0.19,0.044,1.331
123210,-0.191,0.054,1.334
123240,-0.225,0.069,1.334
123276,-0.197,0.053,1.328
123310,-0.197,0.051,1.33
123342,-0.197,0.056,1.329
123375,-0.196,0.038,1.327
123413,-0.199,0.049,1.327
123442,-0.19,0.049,1.33
123475,-0.19,0.044,1.33
123509,-0.189,0.052,1.329
123541,-0.196,0.046,1.328
123580,-0.202,0.049,1.322
123615,-0.196,0.05,1.325
123642,-0.192,0.049,1.325
123675,-0.195,0.051,1.327
123709,-0.194,0.057,1.327
123741,-0.19,0.056,1.324
123784,-0.195,0.049,1.326
123813,-0.195,0.052,1.327
123842,-0.198,0.048,1.33
123877,-0.192,0.052,1.329
123907,-0.197,0.058,1.323
123942,-0.195,0.054,1.334
123979,-0.197,0.048,1.323
124013,-0.199,0.052,1.321
124043,-0.193,0.047,1.322
124075,-0.2,0.057,1.325
124112,-0.203,0.055,1.325
124148,-0.197,0.051,1.324
124177,-0.198,0.058,1.331
124210,-0.197,0.05,1.33
124247,-0.188,0.047,1.325
124277,-0.191,0.046,1.326
124311,-0.195,0.051,1.326
124344,-0.198,0.054,1.326
124378,-0.194,0.053,1.328
124410,-0.199,0.051,1.328
124447,-0.186,0.05,1.319
124475,-0.196,0.055,1.326
124511,-0.199,0.054,1.328
124545,-0.199,0.044,1.333
124577,-0.202,0.05,1.335
124610,-0.2,0.049,1.329
124647,-0.196,0.047,1.326
124677,-0.198,0.048,1.324
124711,-0.197,0.043,1.327
124745,-0.189,0.053,1.326
124776,-0.19,0.054,1.334
124812,-0.188,0.042,1.332
124845,-0.19,0.045,1.329
124874,-0.192,0.054,1.324
124909,-0.174,0.049,1.312
124944,-0.172,0.061,1.324
124983,-0.179,0.04,1.31
125010,-0.192,0.054,1.318
125046,-0.148,0.046,1.303
125076,-0.153,0.062,1.292
125107,-0.155,0.052,1.287
125148,-0.154,0.05,1.289
125178,-0.13,0.047,1.299
125211,-0.129,0.049,1.278
125246,-0.122,0.037,1.277
125275,-0.109,0.044,1.272
125309,-0.089,0.055,1.257
125347,-0.084,0.037,1.256
125380,-0.079,0.041,1.262
125413,-0.075,0.048,1.26
125447,-0.071,0.045,1.261
125476,-0.058,0.063,1.266
125512,-0.054,0.053,1.264
125544,-0.066,0.055,1.266
125578,-0.061,0.04,1.277
125613,-0.045,0.064,1.274
125648,-0.02,0.043,1.278
125677,-0.007,0.054,1.271
125712,-0.018,0.061,1.274
125745,-0.011,0.07,1.289
125770,0.006,0.041,1.272
125799,0.024,0.06,1.267
125832,0.041,0.054,1.264
125865,0.033,0.039,1.276
125902,0.047,0.051,1.295
125935,0.064,0.066,1.275
125964,0.054,0.052,1.281
125993,0.06,0.056,1.282
126030,0.057,0.049,1.287
126065,0.067,0.053,1.287
126099,0.066,0.05,1.282
126130,0.06,0.046,1.288
126164,0.069,0.056,1.284
126193,0.058,0.056,1.286
126228,0.055,0.059,1.279
126266,0.065,0.048,1.286
126300,0.073,0.065,1.279
126331,0.061,0.057,1.274
126363,0.068,0.057,1.285
126393,0.068,0.059,1.283
126430,0.073,0.058,1.283
126464,0.072,0.066,1.277
126496,0.071,0.064,1.279
126533,0.071,0.055,1.282
126563,0.067,0.061,1.285
126593,0.067,0.058,1.284
126630,0.069,0.06,1.276
126663,0.07,0.062,1.282
126696,0.064,0.056,1.287
126737,0.063,0.059,1.283
126763,0.064,0.062,1.282
126792,0.066,0.058,1.282
126828,0.062,0.056,1.283
126862,0.066,0.055,1.282
126901,0.064,0.058,1.285
126934,0.066,0.058,1.283
126963,0.065,0.062,1.285
126994,0.067,0.051,1.289
127025,0.065,0.052,1.283
127064,0.064,0.049,1.279
127098,0.067,0.05,1.281
127130,0.061,0.05,1.286
127163,0.065,0.054,1.284
127193,0.065,0.052,1.286
127225,0.061,0.054,1.284
127260,0.064,0.045,1.282
127297,0.067,0.049,1.283
127329,0.068,0.052,1.283
127363,0.066,0.059,1.281
127393,0.062,0.054,1.284
127425,0.062,0.052,1.284
127461,0.069,0.044,1.275
127498,0.064,0.051,1.285
127530,0.067,0.057,1.289
127564,0.062,0.059,1.279
127593,0.067,0.055,1.284
127624,0.07,0.052,1.279
127665,0.066,0.048,1.287
127702,0.065,0.056,1.282
127730,0.071,0.051,1.278
127765,0.067,0.055,1.283
127795,0.065,0.055,1.283
127825,0.063,0.05,1.283
127864,0.062,0.049,1.278
127897,0.076,0.045,1.283
127928,0.062,0.056,1.285
127961,0.062,0.056,1.28
127992,0.063,0.053,1.282
128026,0.062,0.054,1.278
128063,0.064,0.052,1.281
128096,0.064,0.057,1.288
128129,0.065,0.054,1.272
128158,0.064,0.051,1.283
128194,0.061,0.051,1.278
128226,0.066,0.057,1.279
128257,0.063,0.057,1.273
128293,0.06,0.06,1.281
128331,0.062,0.055,1.277
128358,0.06,0.059,1.279
128393,0.064,0.057,1.283
128424,0.059,0.053,1.277
128459,0.052,0.056,1.279
128500,0.048,0.057,1.277
128530,0.055,0.059,1.276
128557,0.042,0.053,1.274
128594,0.026,0.052,1.28
128626,0.023,0.055,1.289
128662,0.006,0.06,1.283
128696,0.006,0.052,1.278
128729,-0.017,0.052,1.284
128758,-0.016,0.042,1.28
128793,-0.011,0.046,1.277
128827,-0.052,0.048,1.271
128857,-0.06,0.048,1.277
128895,-0.047,0.055,1.288
128927,-0.061,0.042,1.285
128956,-0.082,0.066,1.276
128993,-0.089,0.061,1.277
129028,-0.092,0.041,1.283
129057,-0.106,0.055,1.299
129096,-0.094,0.053,1.273
129130,-0.106,0.039,1.282
129158,-0.112,0.05,1.275
129187,-0.116,0.049,1.275
129226,-0.111,0.047,1.272
129256,-0.137,0.044,1.265
129293,-0.124,0.035,1.265
129329,-0.137,0.038,1.264
129356,-0.142,0.056,1.27
129389,-0.133,0.058,1.259
129424,-0.144,0.06,1.263
129461,-0.141,0.051,1.255
129496,-0.147,0.05,1.267
129531,-0.148,0.039,1.257
129557,-0.141,0.044,1.264
129587,-0.146,0.047,1.267
129625,-0.145,0.049,1.268
129658,-0.144,0.056,1.266
129693,-0.144,0.051,1.274
129727,-0.151,0.038,1.276
129757,-0.151,0.044,1.268
129790,-0.156,0.039,1.287
129826,-0.149,0.048,1.281
129860,-0.165,0.033,1.276
129893,-0.149,0.045,1.296
129927,-0.148,0.048,1.285
129958,-0.151,0.047,1.29
129989,-0.156,0.048,1.289
130025,-0.153,0.039,1.293
130056,-0.167,0.054,1.278
130091,-0.155,0.047,1.287
130127,-0.155,0.047,1.292
130156,-0.154,0.049,1.29
130188,-0.153,0.048,1.289
130223,-0.16,0.05,1.284
130259,-0.159,0.042,1.286
130292,-0.157,0.043,1.287
130324,-0.15,0.047,1.29
130358,-0.159,0.047,1.286
130388,-0.152,0.046,1.291
130420,-0.157,0.046,1.296
130458,-0.158,0.037,1.291
130494,-0.157,0.051,1.291
130525,-0.156,0.047,1.288
130557,-0.16,0.048,1.293
130587,-0.157,0.049,1.287
